,Src,Eqid,Datetime,Lat,Lon,Mag,Depth,Nst,Place
798,ak,10825132,1381909963000,53.0388,-167.5335,2.1,74.8,9,"90km E of Nikolski, Alaska"
799,ak,10825129,1381909710000,60.5768,-142.2307,1.3,50,4,"57km N of Cape Yakataga, Alaska"
800,us,b000kek0,1381908973200,9.7947,123.7337,4.8,22.17,,"6km W of Loon, Philippines"
801,ak,10826159,1381908758000,62.1626,-150.2848,1.2,47.1,16,"20km SSW of Talkeetna, Alaska"
802,us,b000kejw,1381908688420,9.6605,123.7498,5,18.99,,"4km NW of San Agustin, Philippines"
803,ak,10826158,1381908489000,61.7728,-150.0273,1.2,39.1,18,"2km N of Willow, Alaska"
804,hv,60577496,1381908426000,19.3663,-155.2372,2.1,32,,"7km S of Volcano, Hawaii"
805,ci,11379002,1381908301300,35.7627,-117.6735,1.3,2.6,24,"15km N of Ridgecrest, California"
806,ci,11378994,1381908253500,33.1757,-115.6167,1.3,0.9,27,"11km WNW of Calipatria, California"
807,ak,10825108,1381907879000,61.4451,-151.2809,2.1,63.9,,"71km W of Big Lake, Alaska"
808,ak,10825105,1381907733000,62.9099,-150.6552,2.2,100.1,,"71km NNW of Talkeetna, Alaska"
809,ak,10826155,1381906568000,54.3628,-163.8008,2.4,67.2,12,"59km SSW of False Pass, Alaska"
810,ci,11378970,1381906329500,34.0423,-118.2857,1.5,10.9,33,"4km WSW of Los Angeles, California"
811,ak,10825098,1381906135000,63.3096,-149.3141,1.5,88.2,,"20km WSW of Cantwell, Alaska"
812,mb,13094433,1381906085100,48.7061,-112.3468,1.9,19.7,18,"8km N of Cut Bank, Montana"
813,us,b000kein,1381905213240,9.914,123.9863,4.7,17.93,,"3km S of Panaytayon, Philippines"
814,ak,10825097,1381905207000,52.8428,-167.2954,2.1,34.8,9,"106km E of Nikolski, Alaska"
815,uu,60041342,1381904909100,44.8105,-110.5653,1.7,2,,"44km NNE of Old Faithful Geyser, Wyoming"
816,uu,60041337,1381904882000,44.798,-110.5645,1.5,1.9,,"42km NNE of Old Faithful Geyser, Wyoming"
817,uu,60041332,1381904723500,44.7627,-110.581,1.8,3.8,,"38km NNE of Old Faithful Geyser, Wyoming"
818,nc,72088586,1381904511300,38.8375,-122.8288,1.6,2.6,,"9km W of Cobb, California"
819,nn,00426526,1381903151324,39.0777,-119.0483,2.22,5.9786,16,"14km NE of Yerington, Nevada"
820,nc,72088561,1381903085300,38.841,-122.831,1.6,2.6,,"9km WNW of Cobb, California"
821,nc,72088556,1381903077700,38.8408,-122.831,2.1,2.4,,"9km WNW of Cobb, California"
822,nc,72088551,1381903044900,38.8412,-122.8293,2.1,1.8,,"9km WNW of Cobb, California"
823,ak,10826152,1381902675000,51.4572,-179.4843,2.3,86.2,8,"33km NW of Amatignak Island, Alaska"
824,ak,10825084,1381901875000,54.1388,-164.28,2.8,65.4,19,"97km E of Akutan, Alaska"
825,us,b000keh5,1381901318870,9.9826,124.2449,4.8,18.47,,"2km NNE of San Miguel, Philippines"
826,nn,00426521,1381900690339,39.2795,-115.5941,2.62,0,4,"40km SE of Eureka, Nevada"
827,ak,10825081,1381900586000,63.8148,-148.5737,1.2,98.2,19,"19km ESE of Healy, Alaska"
828,ci,11378914,1381899854000,35.1315,-119.1588,2.1,19.9,36,"20km SW of Greenfield, California"
829,ci,11378898,1381898917800,34.2243,-117.4693,1.9,8.9,67,"13km NW of Muscoy, California"
830,nc,72088511,1381898292600,38.8117,-122.7883,1.2,3.4,,"4km NW of The Geysers, California"
831,hv,60577436,1381897550500,19.3757,-155.2323,2.1,32.1,,"6km S of Volcano, Hawaii"
832,hv,60577431,1381897343400,19.2088,-155.2722,2.4,45.3,,"21km E of Pahala, Hawaii"
833,nn,00426508,1381896972426,38.3197,-115.6524,1.33,0,6,"49km SSW of Currant, Nevada"
834,uw,60611597,1381895985000,47.8525,-122.0882,1.4,21.5,,"0km ENE of Cathcart, Washington"
835,ci,11378882,1381895808200,33.1962,-115.6328,1.5,7.2,10,"11km WSW of Niland, California"
836,us,b000keem,1381894179830,12.8132,-88.5172,4.8,66.35,,"52km S of Puerto El Triunfo, El Salvador"
837,ak,10825061,1381894016000,60.1199,-141.5218,1.3,0,,"50km E of Cape Yakataga, Alaska"
838,ci,11378858,1381893370900,34.0335,-117.2355,2.1,18,86,"2km SE of Loma Linda, California"
839,mb,13699820,1381893074900,44.6976,-111.9125,1.2,10.4,17,"54km E of Lima, Montana"
840,pr,13289002,1381893008500,17.9398,-65.4085,2.3,14,4,"18km SSE of Esperanza, Puerto Rico"
841,ak,10825057,1381892689000,60.0053,-140.6841,1.2,1.8,13,"74km NW of Yakutat, Alaska"
842,pr,13289000,1381892629300,17.8861,-67.2024,2,3,6,"10km S of Pole Ojea, Puerto Rico"
843,nc,72088481,1381892612900,40.2285,-121.164,2.8,0,,"10km SSE of Chester, California"
844,nc,72088466,1381892415300,38.8083,-122.8077,1.5,2.7,,"5km NW of The Geysers, California"
845,nn,00426503,1381892266071,39.583,-118.1759,2.83,7.1211,11,"53km ENE of Fallon, Nevada"
846,nc,72088446,1381891974300,36.8243,-120.9213,2.1,4.3,,"26km SSW of Los Banos, California"
847,us,b000kedv,1381891343700,9.8025,124.3327,5,17.38,,"2km SSE of Pilar, Philippines"
848,ak,10825047,1381890613000,60.8684,-151.6488,1.7,87.1,22,"27km NW of Nikiski, Alaska"
849,nc,72088431,1381890244500,37.5215,-118.8523,1.3,7.7,,"17km SE of Mammoth Lakes, California"
850,ci,11378842,1381889976000,34.207,-117.0707,1.1,2.6,34,"3km E of Running Springs, California"
851,pr,13289001,1381889833700,17.7814,-67.0266,1.9,32,7,"21km S of La Parguera, Puerto Rico"
852,ak,10825041,1381889609000,60.2577,-141.6575,1.3,3.8,,"47km ENE of Cape Yakataga, Alaska"
853,nc,72088411,1381887856300,38.8267,-122.806,1.8,3.2,,"6km NW of The Geysers, California"
854,us,b000kecq,1381887422040,9.771,123.6654,5.2,22.06,,"13km ESE of Casay, Philippines"
855,nc,72088401,1381885556400,37.4975,-118.513,1.2,14.5,,"15km NW of Dixon Lane-Meadow Creek, California"
856,ak,10825030,1381885070000,59.9822,-139.5699,1.6,0,7,"49km N of Yakutat, Alaska"
857,ci,11378794,1381885029200,37.0607,-117.3767,1.1,8.2,5,"57km WNW of Beatty, Nevada"
858,ci,11378778,1381884476600,33.8847,-118.3688,2.3,11.3,51,"1km W of Lawndale, California"
859,nc,72088381,1381883939400,40.3458,-121.9342,1.1,6.2,,"16km SSW of Shingletown, California"
860,mb,13305206,1381883773600,47.4385,-112.2183,1.5,10.9,19,"41km S of Choteau, Montana"
861,us,b000kebw,1381882842230,-41.357,-90.9363,4.8,10,,Southeast of Easter Island
862,ak,10826144,1381882041000,60.5356,-138.3827,1.3,11,6,"53km WSW of Haines Junction, Canada"
863,ak,10825023,1381881776000,63.6123,-147.4814,1.2,9.4,25,"77km ENE of Cantwell, Alaska"
864,ci,11378770,1381881196100,33.043,-116.4283,1,5.1,27,"16km ESE of Julian, California"
865,ak,10825020,1381881092000,61.0174,-150.7427,1.5,54.6,7,"47km NE of Nikiski, Alaska"
866,ci,11378762,1381880254900,35.039,-117.6858,1.6,0,20,"5km NW of Boron, California"
867,ci,11378754,1381879572900,31.387,-115.4887,2.9,7,3,"73km NW of San Felipe, Mexico"
868,ak,10824894,1381878994000,61.8262,-149.3819,1.8,0.6,21,"11km NW of Fishhook, Alaska"
869,ak,10824889,1381878691000,61.7544,-146.5944,1.6,35.5,13,"67km SW of Glennallen, Alaska"
870,nc,72088341,1381876346300,37.3648,-121.7325,1.3,3.5,,"7km ESE of East Foothills, California"
871,nc,72088336,1381875821300,40.705,-122.4827,1.7,21.9,,"9km WNW of Shasta Lake, California"
872,nc,72088331,1381875670800,37.3562,-122.2227,1.1,10.1,,"3km SSE of Portola Valley, California"
873,nc,72088321,1381875315700,38.7613,-122.7362,1,1.4,,"2km SE of The Geysers, California"
874,hv,60577141,1381875010000,19.3877,-155.279,2.4,3.1,,"6km SW of Volcano, Hawaii"
875,ci,11378738,1381874186900,34.222,-117.4727,1.5,9.3,42,"14km NNW of Fontana, California"
876,nc,72088311,1381873506800,38.7683,-122.8383,1.7,8.1,,"7km W of The Geysers, California"
877,nc,72088301,1381872532400,35.7178,-121.131,1.4,8.4,,"9km NNE of San Simeon, California"
878,uw,60611312,1381871835500,49.3875,-120.5818,2.4,0,,"9km SSW of Princeton, Canada"
879,ci,11378722,1381871629400,33.3425,-116.297,1,12.6,25,"12km NE of Borrego Springs, California"
880,nc,72088291,1381870554600,38.787,-122.7702,1.6,2.3,,"1km NW of The Geysers, California"
881,us,b000ke52,1381870296330,-6.376,129.9881,4.3,161.85,,"227km NW of Saumlaki, Indonesia"
882,nc,72088281,1381869459000,38.811,-122.8203,1.1,3.4,,"6km NW of The Geysers, California"
883,uw,60611267,1381869098000,46.0322,-122.7155,1.4,0,,"10km ENE of Kalama, Washington"
884,us,b000ke3w,1381868880630,-5.6083,153.0081,4.7,67.92,,"126km S of Taron, Papua New Guinea"
885,nc,72088271,1381868784400,38.4065,-122.6145,2,6.3,,"6km W of Kenwood, California"
886,us,b000ke34,1381868749100,35.19,26.22,4.1,10,,"2km WSW of Palaikastron, Greece"
887,ak,10824823,1381868712000,60.5655,-147.2841,2.7,5.5,37,"79km ESE of Whittier, Alaska"
888,us,b000ke2q,1381868150520,-18.5089,-63.1872,4.9,42.83,,"46km NE of Abapo, Bolivia"
889,us,b000ke1q,1381868000310,-18.4946,-63.1985,5,36.17,,"46km NE of Abapo, Bolivia"
890,nc,72088261,1381867527100,38.812,-122.819,1.5,3.3,,"6km NW of The Geysers, California"
891,hv,60577041,1381866259800,19.371,-155.2223,1.8,3,,"6km SSE of Volcano, Hawaii"
892,us,b000kdz1,1381865592540,45.6482,26.539,4.9,138.04,,"15km WSW of Nereju, Romania"
893,pr,13288005,1381863732300,17.7245,-67.0381,1.6,22,3,"27km S of La Parguera, Puerto Rico"
894,us,b000kdxd,1381862983500,-15.1918,167.5923,5.1,130.15,,"59km NE of Luganville, Vanuatu"
895,ak,10824783,1381862607000,61.5478,-146.6549,1.4,26,6,"49km NNW of Valdez, Alaska"
896,nc,72088196,1381861750100,40.718,-122.4628,2.3,18.6,,"8km WNW of Shasta Lake, California"
897,ci,11378666,1381858564600,33.0335,-116.423,1.9,9.1,53,"17km ESE of Julian, California"
898,ci,11378650,1381858431800,36.143,-118.4105,2,1.6,33,"43km N of Kernville, California"
899,us,b000kduz,1381858359600,10.068,124.1863,4.6,58.61,,"7km ESE of Buenavista, Philippines"
900,ci,11378642,1381858291000,33.4643,-116.9015,1,9.9,28,"4km NW of Aguanga, California"
901,ci,11378634,1381858179300,33.7883,-117.6417,1.2,3.3,21,"11km SW of Corona, California"
902,us,b000kduc,1381857230570,-7.0754,125.752,4.5,501.4,,"165km N of Dili, East Timor"
903,nc,72088161,1381857025800,36.2383,-120.3505,1.9,10.8,,"10km N of Coalinga, California"
904,ci,11378602,1381856778000,32.9162,-116.2198,1.3,6.5,23,"30km ENE of Pine Valley, California"
905,ci,11378610,1381856693000,33.8583,-117.5093,1.4,0,22,1km NW of Quarry at CORONA
906,nc,72088156,1381856370600,40.422,-123.2285,2,25.3,,"15km SSW of Hayfork, California"
907,uu,60041267,1381856299400,44.6763,-110.0472,1,13.5,,"66km ENE of Old Faithful Geyser, Wyoming"
908,ak,10824701,1381853994000,60.0073,-152.6362,2.9,100,26,"51km WNW of Anchor Point, Alaska"
909,ak,10824699,1381853863000,63.101,-151.3516,1.3,4.5,5,"107km NW of Talkeetna, Alaska"
910,ak,10824692,1381853199000,62.6972,-149.7791,1.2,46.2,8,"44km NNE of Talkeetna, Alaska"
911,pr,13288004,1381852621500,18.8486,-64.4465,2.8,99,3,"51km NNE of Road Town, British Virgin Islands"
912,us,b000kdqr,1381851289910,10.0875,-90.6727,4,12.75,,Off the coast of Central America
913,ak,10824671,1381849490000,62.1027,-141.4717,2.6,0.1,28,"157km SSE of Tok, Alaska"
914,ak,10824669,1381849168000,65.9178,-147.6789,2,20.1,9,"118km N of College, Alaska"
915,hv,60576946,1381849165500,19.3167,-155.338,2.9,29.9,,"16km SW of Volcano, Hawaii"
916,nc,72088086,1381848296700,38.7883,-122.726,1,2.1,,"2km ENE of The Geysers, California"
917,ci,11378578,1381848248700,36.1503,-118.0713,1.4,2.1,17,"50km S of Lone Pine, California"
918,nc,72088081,1381847974400,40.6967,-122.4703,1.9,4.3,,"8km WNW of Shasta Lake, California"
919,pr,13288003,1381847506300,18.943,-65.3264,2.7,15,3,"70km N of Culebra, Puerto Rico"
920,pr,13288002,1381847383000,19.0405,-64.4042,2.6,76,3,"72km NNE of Road Town, British Virgin Islands"
921,nc,72088066,1381847211100,36.6182,-121.226,2.4,6.2,,"23km NNE of Soledad, California"
922,nc,72088061,1381847025700,38.793,-122.7822,1.3,2.7,,"2km NW of The Geysers, California"
923,nc,72088056,1381846882100,40.7088,-122.4982,2.3,21.3,,"11km WNW of Shasta Lake, California"
924,nc,72088051,1381846778800,40.7267,-122.4498,2.1,17.8,,"8km NW of Shasta Lake, California"
925,ak,10824652,1381845905000,51.3546,-177.6715,2.6,39.8,9,"67km SSE of Tanaga Volcano, Alaska"
926,nc,72088026,1381845497000,40.7133,-122.4768,2.1,17.6,,"9km WNW of Shasta Lake, California"
927,us,b000kdnn,1381845080250,9.8493,123.8513,5.1,20.34,,"5km SSW of Calape, Philippines"
928,us,b000kdnl,1381845017670,-28.2411,-71.1637,4.3,42.41,,"53km NW of Vallenar, Chile"
929,nc,72088021,1381844001700,38.8253,-122.8497,1.1,2.5,,"9km WNW of The Geysers, California"
930,ci,11378554,1381843918400,33.2062,-115.674,2.4,2.6,46,"14km WSW of Niland, California"
931,ci,11378538,1381843262300,34.5887,-116.6002,1.5,11.3,38,"37km ENE of Lucerne Valley, California"
932,us,b000kdms,1381842075810,9.9369,124.1613,4.9,20.28,,"6km W of Danao, Philippines"
933,us,b000kdmm,1381841830940,3.9695,95.952,4.7,65.46,,"26km SW of Meulaboh, Indonesia"
934,us,b000kdmg,1381841367310,-9.7042,114.7786,4.8,66.65,,"103km SSW of Kangin, Indonesia"
935,ak,10824636,1381840622000,60.4996,-148.4645,1.8,0,12,"32km SSE of Whittier, Alaska"
936,nc,72088011,1381840608800,38.7678,-122.7392,1,1.4,,"1km SE of The Geysers, California"
937,ak,10824632,1381840110000,63.1406,-150.3734,1.4,100,16,"76km WSW of Cantwell, Alaska"
938,nc,72087991,1381839192900,40.7178,-122.469,2.2,20.2,,"9km WNW of Shasta Lake, California"
939,nc,72087986,1381839183600,37.5178,-118.8252,1.2,3.2,,"19km SE of Mammoth Lakes, California"
940,nc,72087981,1381839084600,37.8917,-122.227,1,7.3,,"4km ENE of Berkeley, California"
941,ak,10824623,1381838967000,52.9906,-168.1512,3.1,63.4,13,"48km E of Nikolski, Alaska"
942,us,b000kdlr,1381838234530,51.4198,-177.8352,4.2,47.13,,"55km SSE of Tanaga Volcano, Alaska"
943,ak,10824615,1381838216000,63.4827,-151.3679,1,13.2,4,"121km W of Cantwell, Alaska"
944,ak,10824610,1381838045000,60.5107,-142.0068,1.2,5.8,8,"54km NNE of Cape Yakataga, Alaska"
945,nc,72087971,1381837499900,38.7797,-122.756,1.1,1.9,,"0km N of The Geysers, California"
946,ak,10824772,1381837493000,63.2507,-150.72,1.7,123.6,14,"90km W of Cantwell, Alaska"
947,nc,72087961,1381837207200,38.7937,-122.8085,1.8,3.2,,"4km WNW of The Geysers, California"
948,uw,60610992,1381837100700,47.782,-121.8217,1.6,16.6,,"8km S of Sultan, Washington"
949,uu,60041252,1381837070000,37.5378,-113.1223,1.5,12,,"16km SSW of Cedar City, Utah"
950,uu,60041247,1381835194400,44.7598,-110.899,1.1,8.5,,"19km NE of West Yellowstone, Montana"
951,pr,13288001,1381834903300,18.9043,-63.7218,3.2,8,3,"103km NW of The Valley, Anguilla"
952,uu,60041242,1381834757500,38.9577,-111.3937,1.1,1.9,,"27km SW of Ferron, Utah"
953,ak,10824601,1381834750000,61.1503,-140.1726,1.5,21.2,5,"150km WNW of Haines Junction, Canada"
954,ci,11378506,1381834635700,32.996,-115.9045,1.2,5.8,15,"26km W of Westmorland, California"
955,nc,72087946,1381834526200,36.6983,-121.3333,2.4,5.6,,"12km SSE of Ridgemark, California"
956,us,b000kdl1,1381834195290,9.9024,123.7491,4.7,20.93,,"12km NNW of Loon, Philippines"
957,nc,72087941,1381833880400,38.8068,-122.8155,2,3.1,,"6km WNW of The Geysers, California"
958,nc,72087931,1381833712100,38.7915,-122.8113,1.3,3.7,,"5km WNW of The Geysers, California"
959,nc,72087916,1381833498400,37.5255,-118.85,2.1,9.1,,"17km SE of Mammoth Lakes, California"
960,nc,72087911,1381833427000,38.7937,-122.8077,2.5,3.1,,"4km WNW of The Geysers, California"
961,nc,72087906,1381833400400,38.7938,-122.8088,1.9,3,,"4km WNW of The Geysers, California"
962,nc,72087896,1381832625400,37.8888,-122.2208,1.4,7.3,,"3km WNW of Orinda, California"
963,nc,72087891,1381832214400,37.888,-122.2195,1.3,7.3,,"3km WNW of Orinda, California"
964,us,b000kdkj,1381832049280,17.6709,-100.2907,4.1,63.89,,"34km WSW of Tlacotepec, Mexico"
965,us,b000kdkg,1381831644540,10.0193,123.8534,4.6,20.27,,"11km NNW of San Isidro, Philippines"
966,nc,72087876,1381831531700,40.7185,-122.4693,2.3,20.2,,"9km WNW of Shasta Lake, California"
967,nc,72087871,1381831479400,38.8372,-122.8037,1.1,2.8,,"7km WNW of Cobb, California"
968,ak,10824565,1381831347000,60.9912,-146.1054,3.1,13.9,73,"20km SE of Valdez, Alaska"
969,ci,11378474,1381830973800,33.3807,-116.3217,1,7.3,32,"14km NNE of Borrego Springs, California"
970,us,b000kdk7,1381830434140,9.7972,124.2137,4.8,17.2,,"2km W of Valle Hermoso, Philippines"
971,ci,11378458,1381830054500,33.9897,-116.7652,1.3,13.6,51,"8km NNE of Cabazon, California"
972,ci,11378450,1381829929200,33.0307,-116.427,1.1,10.2,34,"17km ESE of Julian, California"
973,us,b000kdjs,1381828700310,9.8399,124.0989,4.7,11.03,,"7km W of Nueva Fuerza, Philippines"
974,nc,72087836,1381828512100,37.8882,-122.2248,2.6,7,,"4km ENE of Berkeley, California"
975,nc,72087831,1381828203100,36.28,-120.8303,1.9,9.7,,"27km ENE of King City, California"
976,nc,72087826,1381827979600,37.8857,-122.2233,2.7,7.1,,"3km WNW of Orinda, California"
977,ak,10824545,1381827348000,64.7107,-146.9044,1.3,1.5,7,"8km NE of Eielson Air Force Base, Alaska"
978,us,b000keii,1381827171100,36.605,-97.818,2.7,5,,"23km NNE of Enid, Oklahoma"
979,us,b000kdjb,1381827139120,9.8629,123.9941,5.4,19.35,,"1km NNW of Catigbian, Philippines"
980,mb,13416192,1381826958900,45.262,-111.2878,2.6,14.3,36,"6km ESE of Big Sky, Montana"
981,us,b000kdj6,1381826571030,9.7769,123.7113,5.9,20.15,,"9km WSW of Loon, Philippines"
982,us,b000kdj3,1381826182580,9.8032,124.2273,5.5,19.69,,"1km NW of Valle Hermoso, Philippines"
983,ci,11378426,1381826144400,33.8017,-117.6772,1.2,7,27,"11km ENE of North Tustin, California"
984,nc,72087816,1381825662500,37.8898,-122.2225,1.7,7,,"4km ENE of Berkeley, California"
985,nc,72087811,1381825479600,37.8922,-122.2283,1,7.2,,"4km ENE of Berkeley, California"
986,nc,72087796,1381824446500,37.8827,-122.2305,3.2,7.3,,"3km ENE of Berkeley, California"
987,mb,13105610,1381822943600,44.3568,-115.7323,2.7,22.4,11,"30km SE of Cascade, Idaho"
988,ci,11378402,1381822402700,34.0428,-116.8487,1.6,16.4,62,"13km N of Banning, California"
989,ci,11378394,1381820826300,36.1517,-118.0683,3.2,3.6,39,"50km S of Lone Pine, California"
990,nc,72087771,1381819733300,40.4007,-125.4605,3.3,23.1,,"103km W of Ferndale, California"
991,pr,13288000,1381819397700,18.0785,-66.149,1.7,15,11,"4km SSE of Cayey, Puerto Rico"
992,ak,10824502,1381819388000,65.796,-145.9,2.9,10.2,21,"66km WNW of Circle Hot Springs Station, Alaska"
993,nc,72087761,1381818742800,38.811,-122.7908,1.2,3.1,,"4km NW of The Geysers, California"
994,nc,72087751,1381818525900,36.8063,-121.5327,1.6,4.1,,"4km S of San Juan Bautista, California"
995,nc,72087756,1381818469300,38.8398,-122.8283,1.4,2.1,,"9km WNW of Cobb, California"
996,nc,72087746,1381818194000,37.8892,-122.2193,1.7,7.2,,"3km WNW of Orinda, California"
997,ak,10824489,1381817551000,62.1963,-150.9964,1.6,15.8,15,"48km WSW of Talkeetna, Alaska"
998,ak,10824485,1381817017000,60.3766,-147.7513,2.1,2.7,17,"67km SE of Whittier, Alaska"
999,us,b000kdhd,1381816723970,37.106,141.6415,4.8,30.92,,"67km E of Iwaki, Japan"
1000,us,b000kdh7,1381816036940,10.0967,124.136,5,19.95,,"2km NE of Buenavista, Philippines"
1001,uw,60610917,1381814564500,47.3317,-122.4002,1,17.9,,"6km W of Federal Way, Washington"
1002,nc,72087741,1381814096700,38.8392,-122.8275,1.4,2.6,,"9km WNW of Cobb, California"
1003,us,b000kdgz,1381813936220,9.767,123.8376,4.8,19.94,,"2km NNW of Maribojoc, Philippines"
1004,nc,72087736,1381813925700,40.1837,-121.0433,2.3,0,,"9km WNW of Greenville, California"
1005,hv,60576791,1381812877200,19.3777,-155.2833,1.7,1.4,,"7km SW of Volcano, Hawaii"
1006,us,b000kdf4,1381810951990,9.9608,124.0032,5.2,25.1,,"2km W of Clarin, Philippines"
1007,nc,72087731,1381810743400,37.492,-118.8422,1.2,10.2,,"20km SSE of Mammoth Lakes, California"
1008,ci,11378354,1381809765200,33.9938,-116.5513,1.1,11.4,42,"5km NW of Desert Hot Springs, California"
1009,nc,72087716,1381807238200,40.1853,-121.0483,2.2,2.2,,"9km WNW of Greenville, California"
1010,ci,11378346,1381806808200,33.5133,-116.443,1.4,12.1,47,"20km SW of La Quinta, California"
1011,us,b000kdeg,1381806208900,-20.873,-177.2112,4.9,412.74,,"156km E of Ndoi Island, Fiji"
1012,us,b000kdeb,1381804922870,9.9381,124.0301,5,22.95,,"2km SSE of Clarin, Philippines"
1013,us,b000kdea,1381804612650,10.3057,123.8733,4.6,20.38,,"1km WNW of Calero, Philippines"
1014,nc,72087691,1381803732000,36.804,-121.529,1.7,3.3,,"4km S of San Juan Bautista, California"
1015,ak,10824462,1381803531000,62.7945,-149.0969,1.2,0,14,"66km S of Cantwell, Alaska"
1016,nc,72087686,1381803327200,38.7862,-122.7198,1,2.6,,"3km S of Cobb, California"
1017,us,b000kde4,1381802551070,-29.4754,-178.6203,4.9,32.62,,"73km WSW of Raoul Island, New Zealand"
1018,uu,60041227,1381802504400,39.7175,-111.2148,1.4,-1.7,,"21km ENE of Fairview, Utah"
1019,us,b000kde0,1381802131680,9.7425,123.8642,4.9,21.29,,"2km E of Maribojoc, Philippines"
1020,us,b000kdds,1381801077380,9.7513,123.7622,5.2,22.56,,"6km SSW of Loon, Philippines"
1021,nn,00426400,1381800772274,39.0778,-119.0461,1.41,5.2635,17,"14km NE of Yerington, Nevada"
1022,us,b000kddn,1381800300140,10.0394,123.7827,4.8,21.31,,"14km SE of Perrelos, Philippines"
1023,ci,11378338,1381799520000,32.6323,-115.6913,1.1,8.7,14,"11km WNW of Progreso, Mexico"
1024,us,b000kdd6,1381799258410,9.9352,124.1289,5,20.71,,"3km E of Canmaya Diot, Philippines"
1025,nc,72087661,1381799215000,36.5032,-121.0557,1.5,14.2,,"25km ENE of Soledad, California"
1026,ak,10824439,1381799182000,63.3467,-149.4048,1,97,6,"23km WSW of Cantwell, Alaska"
1027,ci,11378322,1381798301100,33.4585,-116.8985,1,12.4,30,"3km WNW of Aguanga, California"
1028,ak,10824424,1381797838000,59.3438,-153.185,3.4,100,42,"90km WSW of Anchor Point, Alaska"
1029,us,b000kdca,1381797227270,9.9579,124.0698,5.3,27.71,,"2km ESE of Nahawan, Philippines"
1030,us,b000kdbw,1381796941510,9.9987,124.1819,5.3,38.87,,"7km NW of Danao, Philippines"
1031,nc,72087656,1381796307200,38.8143,-122.8067,1.1,2.1,,"5km NW of The Geysers, California"
1032,us,b000kdb4,1381795952900,9.8662,124.0115,7.1,20,,"2km NE of Catigbian, Philippines"
1033,uu,60041212,1381795406900,41.7185,-109.9087,3.4,-3.1,,"42km WNW of Green River, Wyoming"
1034,us,b000kdb3,1381794985930,-1.8424,100.3582,5,55.07,,"59km SSW of Painan, Indonesia"
1035,ak,10824249,1381794470000,63.3238,-151.3536,1,10,9,"120km W of Cantwell, Alaska"
1036,ak,10824250,1381794384000,56.5599,-149.3922,3,11.7,26,"228km SE of Kodiak, Alaska"
1037,ak,10824248,1381794380000,64.988,-147.2705,1,1,7,"24km NNE of Badger, Alaska"
1038,ci,11378306,1381793686900,35.0325,-117.6765,1.7,0,18,0km NE of Quarry at BORON
1039,ak,10824237,1381792878000,61.811,-150.5573,1.7,4,26,"28km WNW of Willow, Alaska"
1040,pr,13287011,1381792522900,19.5601,-66.3015,3,13,4,"121km N of Brenas, Puerto Rico"
1041,ak,10824232,1381791760000,63.1463,-149.4038,1.5,75.2,19,"35km SW of Cantwell, Alaska"
1042,ak,10824230,1381791529000,60.4679,-140.8217,1.6,11.2,15,"99km ENE of Cape Yakataga, Alaska"
1043,us,b000kdai,1381791376780,-44.5277,167.8532,4.2,4.5,,"84km NW of Queenstown, New Zealand"
1044,uw,60610762,1381790175200,43.4463,-124.0745,1.5,0,,"12km ENE of North Bend, Oregon"
1045,ci,11378290,1381790019300,32.6075,-116.9738,1.3,0,11,0km SW of Quarry at SYS-1
1046,ak,10824213,1381789259000,61.3242,-150.9498,1.3,14.6,10,"57km WNW of Anchorage, Alaska"
1047,ak,10826015,1381788989000,51.5223,-176.234,1.6,25.5,6,"49km SE of Adak, Alaska"
1048,ak,10824196,1381788263000,61.8808,-150.0802,1.4,7.6,15,"15km N of Willow, Alaska"
1049,ak,10824189,1381787489000,60.1295,-141.0832,1.4,8.1,14,"75km E of Cape Yakataga, Alaska"
1050,ak,10824177,1381787066000,59.8229,-153.2758,2.5,115.1,45,"79km SSW of Redoubt Volcano, Alaska"
1051,ak,10824170,1381786629000,60.6978,-143.0717,2,20.7,26,"78km NNW of Cape Yakataga, Alaska"
1052,ci,11378282,1381786520100,33.708,-116.7452,1,18.1,25,"4km SSW of Idyllwild-Pine Cove, California"
1053,uw,60610727,1381785512500,49.3543,-120.6052,2.4,0,,"13km SSW of Princeton, Canada"
1054,nm,101613b,1381785459800,36.5356,-89.5965,1.2,8.3,8,"6km SSE of Lilbourn, Missouri"
1055,uu,60041187,1381784943800,41.9045,-112.42,1.1,5,,"28km NW of Garland, Utah"
1056,pr,13287010,1381784922100,18.152,-65.9117,1.1,22,9,"5km SW of Las Piedras, Puerto Rico"
1057,nc,72087606,1381784837200,38.8273,-122.8655,1.8,2.2,,"10km WNW of The Geysers, California"
1058,us,b000kd81,1381784575460,38.4597,141.5812,4.3,87.11,,"25km E of Ishinomaki, Japan"
1059,uw,60610702,1381783413800,49.042,-122.1065,1.5,8.1,,"10km E of Abbotsford, Canada"
1060,ci,11378274,1381783194300,33.4915,-116.486,1.6,15.9,41,"18km ESE of Anza, California"
1061,ci,37161557,1381783164200,33.4967,-116.4865,1.6,15.7,15,"18km ESE of Anza, California"
1062,ak,10824118,1381783005000,59.7953,-153.4546,2.9,129.6,16,"82km E of Old Iliamna, Alaska"
1063,ci,11378242,1381782901200,33.4957,-116.4838,1,15.1,23,"18km ESE of Anza, California"
1064,pr,13287009,1381782730500,18.9326,-65.3452,2.6,7,3,"69km N of Culebra, Puerto Rico"
